Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
irrigation <compound based	irrigation	based																																1	4.7	AB	"pattern {B [form=""based""]; A [form=""irrigation""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22based%22%5D%3B%20A%20%5Bform%3D%22irrigation%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	based	11.63	11.63	0.03	8.91	1.00	5.00
is <cop available	is	available																																1	4.7	AB	"pattern {B [form=""available""]; A [form=""is""]; B -[cop]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22available%22%5D%3B%20A%20%5Bform%3D%22is%22%5D%3B%20B%20-%5Bcop%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	available	1.79	1.79	0.00	4.07	0.71	-0.34
itty <compound bitty	itty	bitty																																1	4.7	AB	"pattern {B [form=""bitty""]; A [form=""itty""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22bitty%22%5D%3B%20A%20%5Bform%3D%22itty%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bitty	17.69	17.69	1.00	14.00	1.00	8.65
jargon <compound free	jargon	free																																1	4.7	AB	"pattern {B [form=""free""]; A [form=""jargon""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22free%22%5D%3B%20A%20%5Bform%3D%22jargon%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	free	11.08	11.08	0.04	9.33	1.00	4.67
just <advmod too <advmod many	just	too	many																															1	4.7	ABC	"pattern {C [form=""many""]; A [form=""just""]; B [form=""too""]; C -[advmod]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BC%20%5Bform%3D%22many%22%5D%3B%20A%20%5Bform%3D%22just%22%5D%3B%20B%20%5Bform%3D%22too%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	many	12.67	12.67	0.00	6.21	1.00	5.63
kinda <advmod long	kinda	long																																1	4.7	AB	"pattern {B [form=""long""]; A [form=""kinda""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22long%22%5D%3B%20A%20%5Bform%3D%22kinda%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	long	6.26	6.26	0.01	7.79	0.99	1.79
knee <compound driven	knee	driven																																1	4.7	AB	"pattern {B [form=""driven""]; A [form=""knee""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22driven%22%5D%3B%20A%20%5Bform%3D%22knee%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	driven	12.69	12.69	0.17	11.42	1.00	5.64
knowledge <compound based	knowledge	based																																1	4.7	AB	"pattern {B [form=""based""]; A [form=""knowledge""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22based%22%5D%3B%20A%20%5Bform%3D%22knowledge%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	based	6.63	6.63	0.02	8.37	0.99	2.01
land <compound reparcelling	land	reparcelling																																1	4.7	AB	"pattern {B [form=""reparcelling""]; A [form=""land""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22reparcelling%22%5D%3B%20A%20%5Bform%3D%22land%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	reparcelling	10.58	10.58	0.03	8.85	1.00	4.37
language <compound specific	language	specific																																1	4.7	AB	"pattern {B [form=""specific""]; A [form=""language""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22specific%22%5D%3B%20A%20%5Bform%3D%22language%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	specific	6.05	6.05	0.02	8.03	0.98	1.67
large >conj (and <cc growing)	large	and	growing																															1	4.7	ABC	"pattern {A [form=""large""]; C [form=""growing""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22large%22%5D%3B%20C%20%5Bform%3D%22growing%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	large	12.30	12.30	0.00	3.29	1.00	5.41
large >conj (and <cc slow)	large	and	slow																															1	4.7	ABC	"pattern {A [form=""large""]; C [form=""slow""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22large%22%5D%3B%20C%20%5Bform%3D%22slow%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	large	13.36	13.36	0.00	3.29	1.00	6.04
larger <amod sized	larger	sized																																1	4.7	AB	"pattern {B [form=""sized""]; A [form=""larger""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22sized%22%5D%3B%20A%20%5Bform%3D%22larger%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	sized	11.35	11.35	0.07	10.09	1.00	4.84
larger >conj (or <cc established)	larger	or	established																															1	4.7	ABC	"pattern {A [form=""larger""]; C [form=""established""]; B [form=""or""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22larger%22%5D%3B%20C%20%5Bform%3D%22established%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	larger	16.79	16.79	0.00	5.91	1.00	8.11
larger >obl (than <case Charlie) >advcl (to <mark pick >obl (on <case him))	larger	than	Charlie	to	pick	on	him																											1	4.7	ABCDEFG	"pattern {A [form=""larger""]; C [form=""Charlie""]; B [form=""than""]; E [form=""pick""]; D [form=""to""]; G [form=""him""]; F [form=""on""]; A -[obl]-> C; C -[case]-> B; A -[advcl]-> E; E -[mark]-> D; E -[obl]-> G; G -[case]-> F; A << C; C >> B; A << E; E >> D; E << G; G >> F} without {A -> X0} without {C -> X1} without {B -> X2} without {E -> X3} without {D -> X4} without {G -> X5} without {F -> X6}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22larger%22%5D%3B%20C%20%5Bform%3D%22Charlie%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20E%20%5Bform%3D%22pick%22%5D%3B%20D%20%5Bform%3D%22to%22%5D%3B%20G%20%5Bform%3D%22him%22%5D%3B%20F%20%5Bform%3D%22on%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20-%5Badvcl%5D-%3E%20E%3B%20E%20-%5Bmark%5D-%3E%20D%3B%20E%20-%5Bobl%5D-%3E%20G%3B%20G%20-%5Bcase%5D-%3E%20F%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20D%3B%20E%20%3C%3C%20G%3B%20G%20%3E%3E%20F%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BE%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BG%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D	7	larger	58.46	58.46	0.00	4.25	1.00	33.19
larger >obl (than <case a <det third)	larger	than	a	third																														1	4.7	ABCD	"pattern {A [form=""larger""]; D [form=""third""]; B [form=""than""]; C [form=""a""]; A -[obl]-> D; D -[case]-> B; D -[det]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22larger%22%5D%3B%20D%20%5Bform%3D%22third%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20C%20%5Bform%3D%22a%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	larger	23.82	23.82	0.00	4.06	1.00	12.34
largest >conj (and <cc wealthiest)	largest	and	wealthiest																															1	4.7	ABC	"pattern {A [form=""largest""]; C [form=""wealthiest""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22largest%22%5D%3B%20C%20%5Bform%3D%22wealthiest%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	largest	18.12	18.12	0.00	3.31	1.00	8.91
last >conj (and <cc greatest)	last	and	greatest																															1	4.7	ABC	"pattern {A [form=""last""]; C [form=""greatest""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22last%22%5D%3B%20C%20%5Bform%3D%22greatest%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	last	12.65	12.65	0.00	3.28	1.00	5.61
later <advmod responsible >advcl (for <mark making >obj Christianity >xcomp (the <det official <amod religion >nmod (of <case the <det Roman <amod Empire)))	later	responsible	for	making	Christianity	the	official	religion	of	the	Roman	Empire																						1	4.7	ABCDEFGHIJKL	"pattern {B [form=""responsible""]; A [form=""later""]; D [form=""making""]; C [form=""for""]; E [form=""Christianity""]; H [form=""religion""]; F [form=""the""]; G [form=""official""]; L [form=""Empire""]; I [form=""of""]; J [form=""the""]; K [form=""Roman""]; B -[advmod]-> A; B -[advcl]-> D; D -[mark]-> C; D -[obj]-> E; D -[xcomp]-> H; H -[det]-> F; H -[amod]-> G; H -[nmod]-> L; L -[case]-> I; L -[det]-> J; L -[amod]-> K; B >> A; B << D; D >> C; D << E; D << H; H >> F; H >> G; H << L; L >> I; L >> J; L >> K} without {B -> X0} without {A -> X1} without {D -> X2} without {C -> X3} without {E -> X4} without {H -> X5} without {F -> X6} without {G -> X7} without {L -> X8} without {I -> X9} without {J -> X10} without {K -> X11}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22responsible%22%5D%3B%20A%20%5Bform%3D%22later%22%5D%3B%20D%20%5Bform%3D%22making%22%5D%3B%20C%20%5Bform%3D%22for%22%5D%3B%20E%20%5Bform%3D%22Christianity%22%5D%3B%20H%20%5Bform%3D%22religion%22%5D%3B%20F%20%5Bform%3D%22the%22%5D%3B%20G%20%5Bform%3D%22official%22%5D%3B%20L%20%5Bform%3D%22Empire%22%5D%3B%20I%20%5Bform%3D%22of%22%5D%3B%20J%20%5Bform%3D%22the%22%5D%3B%20K%20%5Bform%3D%22Roman%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Badvcl%5D-%3E%20D%3B%20D%20-%5Bmark%5D-%3E%20C%3B%20D%20-%5Bobj%5D-%3E%20E%3B%20D%20-%5Bxcomp%5D-%3E%20H%3B%20H%20-%5Bdet%5D-%3E%20F%3B%20H%20-%5Bamod%5D-%3E%20G%3B%20H%20-%5Bnmod%5D-%3E%20L%3B%20L%20-%5Bcase%5D-%3E%20I%3B%20L%20-%5Bdet%5D-%3E%20J%3B%20L%20-%5Bamod%5D-%3E%20K%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%3B%20D%20%3C%3C%20H%3B%20H%20%3E%3E%20F%3B%20H%20%3E%3E%20G%3B%20H%20%3C%3C%20L%3B%20L%20%3E%3E%20I%3B%20L%20%3E%3E%20J%3B%20L%20%3E%3E%20K%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BE%20-%3E%20X4%7D%20without%20%7BH%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BL%20-%3E%20X8%7D%20without%20%7BI%20-%3E%20X9%7D%20without%20%7BJ%20-%3E%20X10%7D%20without%20%7BK%20-%3E%20X11%7D	12	responsible	NaN	NaN	NaN	NaN	NaN	NaN
leaf <compound collecting	leaf	collecting																																1	4.7	AB	"pattern {B [form=""collecting""]; A [form=""leaf""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22collecting%22%5D%3B%20A%20%5Bform%3D%22leaf%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	collecting	12.65	12.65	0.14	11.19	1.00	5.62
lean >conj (and <cc desperate)	lean	and	desperate																															1	4.7	ABC	"pattern {A [form=""lean""]; C [form=""desperate""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22lean%22%5D%3B%20C%20%5Bform%3D%22desperate%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	lean	18.95	18.95	0.00	3.31	1.00	9.41
least <advmod expensive	least	expensive																																1	4.7	AB	"pattern {B [form=""expensive""]; A [form=""least""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22expensive%22%5D%3B%20A%20%5Bform%3D%22least%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	expensive	8.45	8.45	0.03	8.96	1.00	3.09
least <advmod unequal	least	unequal																																1	4.7	AB	"pattern {B [form=""unequal""]; A [form=""least""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22unequal%22%5D%3B%20A%20%5Bform%3D%22least%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	unequal	10.33	10.33	0.03	9.14	1.00	4.22
leering >conj (and <cc treacherous)	leering	and	treacherous																															1	4.7	ABC	"pattern {A [form=""leering""]; C [form=""treacherous""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22leering%22%5D%3B%20C%20%5Bform%3D%22treacherous%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	leering	23.12	23.12	0.00	3.31	1.00	11.92
left <amod liberal	left	liberal																																1	4.7	AB	"pattern {B [form=""liberal""]; A [form=""left""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22liberal%22%5D%3B%20A%20%5Bform%3D%22left%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	liberal	9.69	9.69	0.03	8.91	1.00	3.84
legal >conj (and <cc political)	legal	and	political																															1	4.7	ABC	"pattern {A [form=""legal""]; C [form=""political""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22legal%22%5D%3B%20C%20%5Bform%3D%22political%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	legal	13.82	13.82	0.00	3.29	1.00	6.32
legal >conj intellectual >conj (and <cc financial)	legal	intellectual	and	financial																														1	4.7	ABCD	"pattern {A [form=""legal""]; B [form=""intellectual""]; D [form=""financial""]; C [form=""and""]; A -[conj]-> B; A -[conj]-> D; D -[cc]-> C; A << B; A << D; D >> C} without {A -> X0} without {B -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22legal%22%5D%3B%20B%20%5Bform%3D%22intellectual%22%5D%3B%20D%20%5Bform%3D%22financial%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	legal	33.54	33.54	0.00	3.72	1.00	18.19
less <advmod native <compound like	less	native	like																															1	4.7	ABC	"pattern {C [form=""like""]; A [form=""less""]; B [form=""native""]; C -[advmod]-> A; C -[compound]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BC%20%5Bform%3D%22like%22%5D%3B%20A%20%5Bform%3D%22less%22%5D%3B%20B%20%5Bform%3D%22native%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	like	16.40	16.40	0.00	6.00	1.00	7.87
less <advmod obvious	less	obvious																																1	4.7	AB	"pattern {B [form=""obvious""]; A [form=""less""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22obvious%22%5D%3B%20A%20%5Bform%3D%22less%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	obvious	9.38	9.38	0.03	9.12	1.00	3.65
less <advmod painful	less	painful																																1	4.7	AB	"pattern {B [form=""painful""]; A [form=""less""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22painful%22%5D%3B%20A%20%5Bform%3D%22less%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	painful	11.97	11.97	0.04	9.25	1.00	5.20
less >obl (than <case a <det miracle)	less	than	a	miracle																														1	4.7	ABCD	"pattern {A [form=""less""]; D [form=""miracle""]; B [form=""than""]; C [form=""a""]; A -[obl]-> D; D -[case]-> B; D -[det]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22less%22%5D%3B%20D%20%5Bform%3D%22miracle%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20C%20%5Bform%3D%22a%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	less	26.81	26.81	0.00	4.06	1.00	14.14
less >obl (than <case appealing)	less	than	appealing																															1	4.7	ABC	"pattern {A [form=""less""]; C [form=""appealing""]; B [form=""than""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22less%22%5D%3B%20C%20%5Bform%3D%22appealing%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	less	20.37	20.37	0.01	7.54	1.00	10.26
lexical >conj (and <cc syntactic)	lexical	and	syntactic																															1	4.7	ABC	"pattern {A [form=""lexical""]; C [form=""syntactic""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22lexical%22%5D%3B%20C%20%5Bform%3D%22syntactic%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	lexical	16.47	16.47	0.00	3.31	1.00	7.92
