Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Node H1-form	Node I1-form	Node J1-form	Node K1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
precej <advmod nevarno	precej	nevarno																																				1	3.7	AB	"pattern {B [form=""nevarno""]; A [form=""precej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nevarno%22%5D%3B%20A%20%5Bform%3D%22precej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	nevarno	8.96	8.96	0.03	8.77	1.00	3.40
precej <advmod podobnimi	precej	podobnimi																																				1	3.7	AB	"pattern {B [form=""podobnimi""]; A [form=""precej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22podobnimi%22%5D%3B%20A%20%5Bform%3D%22precej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	podobnimi	9.96	9.96	0.03	8.85	1.00	4.00
precej <advmod pomemben	precej	pomemben																																				1	3.7	AB	"pattern {B [form=""pomemben""]; A [form=""precej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pomemben%22%5D%3B%20A%20%5Bform%3D%22precej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	pomemben	7.57	7.57	0.02	8.54	0.99	2.57
precej <advmod preprosti	precej	preprosti																																				1	3.7	AB	"pattern {B [form=""preprosti""]; A [form=""precej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22preprosti%22%5D%3B%20A%20%5Bform%3D%22precej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	preprosti	11.96	11.96	0.03	8.91	1.00	5.20
precej <advmod restriktivni	precej	restriktivni																																				1	3.7	AB	"pattern {B [form=""restriktivni""]; A [form=""precej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22restriktivni%22%5D%3B%20A%20%5Bform%3D%22precej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	restriktivni	11.96	11.96	0.03	8.91	1.00	5.20
precej <advmod veseljaškim	precej	veseljaškim																																				1	3.7	AB	"pattern {B [form=""veseljaškim""]; A [form=""precej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22veselja%C5%A1kim%22%5D%3B%20A%20%5Bform%3D%22precej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	veseljaškim	11.96	11.96	0.03	8.91	1.00	5.20
predhodno <advmod izrečeno	predhodno	izrečeno																																				1	3.7	AB	"pattern {B [form=""izrečeno""]; A [form=""predhodno""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izre%C4%8Deno%22%5D%3B%20A%20%5Bform%3D%22predhodno%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	izrečeno	15.03	15.03	0.33	12.42	1.00	7.05
predpisane >conj ((s <case kolektivno <amod pogodbo >conj (ali <cc splošnim <amod aktom >nmod delodajalca)) <nmod določene) >conj (oz. <cc (s <case strani >nmod delodajalca) <nmod zahtevane) >conj (in <cc (v <case skladu >nmod (z <case zakonom)) <nmod objavljene)	predpisane	s	kolektivno	pogodbo	ali	splošnim	aktom	delodajalca	določene	oz.	s	strani	delodajalca	zahtevane	in	v	skladu	z	zakonom	objavljene																		1	3.7	ABCDEFGHIJKLMNOPQRST	"pattern {A [form=""predpisane""]; I [form=""določene""]; D [form=""pogodbo""]; B [form=""s""]; C [form=""kolektivno""]; G [form=""aktom""]; E [form=""ali""]; F [form=""splošnim""]; H [form=""delodajalca""]; N [form=""zahtevane""]; J [form=""oz.""]; L [form=""strani""]; K [form=""s""]; M [form=""delodajalca""]; T [form=""objavljene""]; O [form=""in""]; Q [form=""skladu""]; P [form=""v""]; S [form=""zakonom""]; R [form=""z""]; A -[conj]-> I; I -[nmod]-> D; D -[case]-> B; D -[amod]-> C; D -[conj]-> G; G -[cc]-> E; G -[amod]-> F; G -[nmod]-> H; A -[conj]-> N; N -[cc]-> J; N -[nmod]-> L; L -[case]-> K; L -[nmod]-> M; A -[conj]-> T; T -[cc]-> O; T -[nmod]-> Q; Q -[case]-> P; Q -[nmod]-> S; S -[case]-> R; A << I; I >> D; D >> B; D >> C; D << G; G >> E; G >> F; G << H; A << N; N >> J; N >> L; L >> K; L << M; A << T; T >> O; T >> Q; Q >> P; Q << S; S >> R} without {A -> X0} without {I -> X1} without {D -> X2} without {B -> X3} without {C -> X4} without {G -> X5} without {E -> X6} without {F -> X7} without {H -> X8} without {N -> X9} without {J -> X10} without {L -> X11} without {K -> X12} without {M -> X13} without {T -> X14} without {O -> X15} without {Q -> X16} without {P -> X17} without {S -> X18} without {R -> X19}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22predpisane%22%5D%3B%20I%20%5Bform%3D%22dolo%C4%8Dene%22%5D%3B%20D%20%5Bform%3D%22pogodbo%22%5D%3B%20B%20%5Bform%3D%22s%22%5D%3B%20C%20%5Bform%3D%22kolektivno%22%5D%3B%20G%20%5Bform%3D%22aktom%22%5D%3B%20E%20%5Bform%3D%22ali%22%5D%3B%20F%20%5Bform%3D%22splo%C5%A1nim%22%5D%3B%20H%20%5Bform%3D%22delodajalca%22%5D%3B%20N%20%5Bform%3D%22zahtevane%22%5D%3B%20J%20%5Bform%3D%22oz.%22%5D%3B%20L%20%5Bform%3D%22strani%22%5D%3B%20K%20%5Bform%3D%22s%22%5D%3B%20M%20%5Bform%3D%22delodajalca%22%5D%3B%20T%20%5Bform%3D%22objavljene%22%5D%3B%20O%20%5Bform%3D%22in%22%5D%3B%20Q%20%5Bform%3D%22skladu%22%5D%3B%20P%20%5Bform%3D%22v%22%5D%3B%20S%20%5Bform%3D%22zakonom%22%5D%3B%20R%20%5Bform%3D%22z%22%5D%3B%20A%20-%5Bconj%5D-%3E%20I%3B%20I%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20-%5Bconj%5D-%3E%20G%3B%20G%20-%5Bcc%5D-%3E%20E%3B%20G%20-%5Bamod%5D-%3E%20F%3B%20G%20-%5Bnmod%5D-%3E%20H%3B%20A%20-%5Bconj%5D-%3E%20N%3B%20N%20-%5Bcc%5D-%3E%20J%3B%20N%20-%5Bnmod%5D-%3E%20L%3B%20L%20-%5Bcase%5D-%3E%20K%3B%20L%20-%5Bnmod%5D-%3E%20M%3B%20A%20-%5Bconj%5D-%3E%20T%3B%20T%20-%5Bcc%5D-%3E%20O%3B%20T%20-%5Bnmod%5D-%3E%20Q%3B%20Q%20-%5Bcase%5D-%3E%20P%3B%20Q%20-%5Bnmod%5D-%3E%20S%3B%20S%20-%5Bcase%5D-%3E%20R%3B%20A%20%3C%3C%20I%3B%20I%20%3E%3E%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20G%3B%20G%20%3E%3E%20E%3B%20G%20%3E%3E%20F%3B%20G%20%3C%3C%20H%3B%20A%20%3C%3C%20N%3B%20N%20%3E%3E%20J%3B%20N%20%3E%3E%20L%3B%20L%20%3E%3E%20K%3B%20L%20%3C%3C%20M%3B%20A%20%3C%3C%20T%3B%20T%20%3E%3E%20O%3B%20T%20%3E%3E%20Q%3B%20Q%20%3E%3E%20P%3B%20Q%20%3C%3C%20S%3B%20S%20%3E%3E%20R%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BI%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D%20without%20%7BC%20-%3E%20X4%7D%20without%20%7BG%20-%3E%20X5%7D%20without%20%7BE%20-%3E%20X6%7D%20without%20%7BF%20-%3E%20X7%7D%20without%20%7BH%20-%3E%20X8%7D%20without%20%7BN%20-%3E%20X9%7D%20without%20%7BJ%20-%3E%20X10%7D%20without%20%7BL%20-%3E%20X11%7D%20without%20%7BK%20-%3E%20X12%7D%20without%20%7BM%20-%3E%20X13%7D%20without%20%7BT%20-%3E%20X14%7D%20without%20%7BO%20-%3E%20X15%7D%20without%20%7BQ%20-%3E%20X16%7D%20without%20%7BP%20-%3E%20X17%7D%20without%20%7BS%20-%3E%20X18%7D%20without%20%7BR%20-%3E%20X19%7D	20	predpisane	NaN	NaN	NaN	NaN	NaN	NaN
predvidoma <advmod prihodnji	predvidoma	prihodnji																																				1	3.7	AB	"pattern {B [form=""prihodnji""]; A [form=""predvidoma""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22prihodnji%22%5D%3B%20A%20%5Bform%3D%22predvidoma%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	prihodnji	11.63	11.63	0.11	10.75	1.00	5.01
predvojno >conj (in <cc povojno)	predvojno	in	povojno																																			1	3.7	ABC	"pattern {A [form=""predvojno""]; C [form=""povojno""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22predvojno%22%5D%3B%20C%20%5Bform%3D%22povojno%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	predvojno	21.94	21.94	0.00	3.05	1.00	11.21
prej <advmod omenjeni	prej	omenjeni																																				1	3.7	AB	"pattern {B [form=""omenjeni""]; A [form=""prej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22omenjeni%22%5D%3B%20A%20%5Bform%3D%22prej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	omenjeni	9.07	9.07	0.03	8.87	1.00	3.47
prej <advmod omenjenimi	prej	omenjenimi																																				1	3.7	AB	"pattern {B [form=""omenjenimi""]; A [form=""prej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22omenjenimi%22%5D%3B%20A%20%5Bform%3D%22prej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	omenjenimi	12.07	12.07	0.03	9.02	1.00	5.27
prej <advmod začrtane	prej	začrtane																																				1	3.7	AB	"pattern {B [form=""začrtane""]; A [form=""prej""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22za%C4%8Drtane%22%5D%3B%20A%20%5Bform%3D%22prej%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	začrtane	11.07	11.07	0.03	9.00	1.00	4.67
prejšnji >conj državni	prejšnji	državni																																				1	3.7	AB	"pattern {A [form=""prejšnji""]; B [form=""državni""]; A -[conj]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22prej%C5%A1nji%22%5D%3B%20B%20%5Bform%3D%22dr%C5%BEavni%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	prejšnji	8.81	8.81	0.04	9.33	1.00	3.31
prekrasnih >conj (in <cc udobnih)	prekrasnih	in	udobnih																																			1	3.7	ABC	"pattern {A [form=""prekrasnih""]; C [form=""udobnih""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22prekrasnih%22%5D%3B%20C%20%5Bform%3D%22udobnih%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	prekrasnih	23.52	23.52	0.00	3.05	1.00	12.16
prelivajoče >expl se	prelivajoče	se																																				1	3.7	AB	"pattern {A [form=""prelivajoče""]; B [form=""se""]; A -[expl]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22prelivajo%C4%8De%22%5D%3B%20B%20%5Bform%3D%22se%22%5D%3B%20A%20-%5Bexpl%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	prelivajoče	6.27	6.27	0.00	3.24	0.99	1.80
premalo <advmod izplačane	premalo	izplačane																																				1	3.7	AB	"pattern {B [form=""izplačane""]; A [form=""premalo""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izpla%C4%8Dane%22%5D%3B%20A%20%5Bform%3D%22premalo%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	izplačane	13.86	13.86	0.11	10.75	1.00	6.34
premalo <advmod nagrajeni	premalo	nagrajeni																																				1	3.7	AB	"pattern {B [form=""nagrajeni""]; A [form=""premalo""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nagrajeni%22%5D%3B%20A%20%5Bform%3D%22premalo%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	nagrajeni	12.86	12.86	0.10	10.68	1.00	5.74
prepredeno >nmod (s <case (sprehajalnimi >conj (in <cc kolesarskimi)) <amod potmi >conj (gozdnimi <amod učnimi <amod potmi))	prepredeno	s	sprehajalnimi	in	kolesarskimi	potmi	gozdnimi	učnimi	potmi																													1	3.7	ABCDEFGHI	"pattern {A [form=""prepredeno""]; F [form=""potmi""]; B [form=""s""]; C [form=""sprehajalnimi""]; E [form=""kolesarskimi""]; D [form=""in""]; I [form=""potmi""]; G [form=""gozdnimi""]; H [form=""učnimi""]; A -[nmod]-> F; F -[case]-> B; F -[amod]-> C; C -[conj]-> E; E -[cc]-> D; F -[conj]-> I; I -[amod]-> G; I -[amod]-> H; A << F; F >> B; F >> C; C << E; E >> D; F << I; I >> G; I >> H} without {A -> X0} without {F -> X1} without {B -> X2} without {C -> X3} without {E -> X4} without {D -> X5} without {I -> X6} without {G -> X7} without {H -> X8}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22prepredeno%22%5D%3B%20F%20%5Bform%3D%22potmi%22%5D%3B%20B%20%5Bform%3D%22s%22%5D%3B%20C%20%5Bform%3D%22sprehajalnimi%22%5D%3B%20E%20%5Bform%3D%22kolesarskimi%22%5D%3B%20D%20%5Bform%3D%22in%22%5D%3B%20I%20%5Bform%3D%22potmi%22%5D%3B%20G%20%5Bform%3D%22gozdnimi%22%5D%3B%20H%20%5Bform%3D%22u%C4%8Dnimi%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20F%3B%20F%20-%5Bcase%5D-%3E%20B%3B%20F%20-%5Bamod%5D-%3E%20C%3B%20C%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20F%20-%5Bconj%5D-%3E%20I%3B%20I%20-%5Bamod%5D-%3E%20G%3B%20I%20-%5Bamod%5D-%3E%20H%3B%20A%20%3C%3C%20F%3B%20F%20%3E%3E%20B%3B%20F%20%3E%3E%20C%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%3B%20F%20%3C%3C%20I%3B%20I%20%3E%3E%20G%3B%20I%20%3E%3E%20H%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BF%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BE%20-%3E%20X4%7D%20without%20%7BD%20-%3E%20X5%7D%20without%20%7BI%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BH%20-%3E%20X8%7D	9	prepredeno	119.37	119.37	0.00	4.36	1.00	69.87
presenečen >conj (in <cc ganjen >obl (zaradi <case tega <det nepričakovanega <amod predloga >conj (in <cc Veronikine <amod velikodušne <amod pripravljenosti >acl (da <mark poskusi >obj (tudi <advmod problematično <amod poslanstvo) >conj (in <cc da <mark se <expl odpove >obj (lastnim <amod apostolskim <amod nalogam >nmod (v <case Združenih <amod državah >conj (in <cc drugod))))))))	presenečen	in	ganjen	zaradi	tega	nepričakovanega	predloga	in	Veronikine	velikodušne	pripravljenosti	da	poskusi	tudi	problematično	poslanstvo	in	da	se	odpove	lastnim	apostolskim	nalogam	v	Združenih	državah	in	drugod										1	3.7	ABCDEFGHIJKLMNOPQRSTUVWXYZAB	"pattern {A [form=""presenečen""]; C [form=""ganjen""]; B [form=""in""]; G [form=""predloga""]; D [form=""zaradi""]; E [form=""tega""]; F [form=""nepričakovanega""]; K [form=""pripravljenosti""]; H [form=""in""]; I [form=""Veronikine""]; J [form=""velikodušne""]; M [form=""poskusi""]; L [form=""da""]; P [form=""poslanstvo""]; N [form=""tudi""]; O [form=""problematično""]; T [form=""odpove""]; Q [form=""in""]; R [form=""da""]; S [form=""se""]; W [form=""nalogam""]; U [form=""lastnim""]; V [form=""apostolskim""]; Z [form=""državah""]; X [form=""v""]; Y [form=""Združenih""]; B1 [form=""drugod""]; A1 [form=""in""]; A -[conj]-> C; C -[cc]-> B; C -[obl]-> G; G -[case]-> D; G -[det]-> E; G -[amod]-> F; G -[conj]-> K; K -[cc]-> H; K -[amod]-> I; K -[amod]-> J; K -[acl]-> M; M -[mark]-> L; M -[obj]-> P; P -[advmod]-> N; P -[amod]-> O; M -[conj]-> T; T -[cc]-> Q; T -[mark]-> R; T -[expl]-> S; T -[obj]-> W; W -[amod]-> U; W -[amod]-> V; W -[nmod]-> Z; Z -[case]-> X; Z -[amod]-> Y; Z -[conj]-> B1; B1 -[cc]-> A1; A << C; C >> B; C << G; G >> D; G >> E; G >> F; G << K; K >> H; K >> I; K >> J; K << M; M >> L; M << P; P >> N; P >> O; M << T; T >> Q; T >> R; T >> S; T << W; W >> U; W >> V; W << Z; Z >> X; Z >> Y; Z << B1; B1 >> A1} without {A -> X0} without {C -> X1} without {B -> X2} without {G -> X3} without {D -> X4} without {E -> X5} without {F -> X6} without {K -> X7} without {H -> X8} without {I -> X9} without {J -> X10} without {M -> X11} without {L -> X12} without {P -> X13} without {N -> X14} without {O -> X15} without {T -> X16} without {Q -> X17} without {R -> X18} without {S -> X19} without {W -> X20} without {U -> X21} without {V -> X22} without {Z -> X23} without {X -> X24} without {Y -> X25} without {B1 -> X26} without {A1 -> X27}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22presene%C4%8Den%22%5D%3B%20C%20%5Bform%3D%22ganjen%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20G%20%5Bform%3D%22predloga%22%5D%3B%20D%20%5Bform%3D%22zaradi%22%5D%3B%20E%20%5Bform%3D%22tega%22%5D%3B%20F%20%5Bform%3D%22nepri%C4%8Dakovanega%22%5D%3B%20K%20%5Bform%3D%22pripravljenosti%22%5D%3B%20H%20%5Bform%3D%22in%22%5D%3B%20I%20%5Bform%3D%22Veronikine%22%5D%3B%20J%20%5Bform%3D%22velikodu%C5%A1ne%22%5D%3B%20M%20%5Bform%3D%22poskusi%22%5D%3B%20L%20%5Bform%3D%22da%22%5D%3B%20P%20%5Bform%3D%22poslanstvo%22%5D%3B%20N%20%5Bform%3D%22tudi%22%5D%3B%20O%20%5Bform%3D%22problemati%C4%8Dno%22%5D%3B%20T%20%5Bform%3D%22odpove%22%5D%3B%20Q%20%5Bform%3D%22in%22%5D%3B%20R%20%5Bform%3D%22da%22%5D%3B%20S%20%5Bform%3D%22se%22%5D%3B%20W%20%5Bform%3D%22nalogam%22%5D%3B%20U%20%5Bform%3D%22lastnim%22%5D%3B%20V%20%5Bform%3D%22apostolskim%22%5D%3B%20Z%20%5Bform%3D%22dr%C5%BEavah%22%5D%3B%20X%20%5Bform%3D%22v%22%5D%3B%20Y%20%5Bform%3D%22Zdru%C5%BEenih%22%5D%3B%20B1%20%5Bform%3D%22drugod%22%5D%3B%20A1%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20C%20-%5Bobl%5D-%3E%20G%3B%20G%20-%5Bcase%5D-%3E%20D%3B%20G%20-%5Bdet%5D-%3E%20E%3B%20G%20-%5Bamod%5D-%3E%20F%3B%20G%20-%5Bconj%5D-%3E%20K%3B%20K%20-%5Bcc%5D-%3E%20H%3B%20K%20-%5Bamod%5D-%3E%20I%3B%20K%20-%5Bamod%5D-%3E%20J%3B%20K%20-%5Bacl%5D-%3E%20M%3B%20M%20-%5Bmark%5D-%3E%20L%3B%20M%20-%5Bobj%5D-%3E%20P%3B%20P%20-%5Badvmod%5D-%3E%20N%3B%20P%20-%5Bamod%5D-%3E%20O%3B%20M%20-%5Bconj%5D-%3E%20T%3B%20T%20-%5Bcc%5D-%3E%20Q%3B%20T%20-%5Bmark%5D-%3E%20R%3B%20T%20-%5Bexpl%5D-%3E%20S%3B%20T%20-%5Bobj%5D-%3E%20W%3B%20W%20-%5Bamod%5D-%3E%20U%3B%20W%20-%5Bamod%5D-%3E%20V%3B%20W%20-%5Bnmod%5D-%3E%20Z%3B%20Z%20-%5Bcase%5D-%3E%20X%3B%20Z%20-%5Bamod%5D-%3E%20Y%3B%20Z%20-%5Bconj%5D-%3E%20B1%3B%20B1%20-%5Bcc%5D-%3E%20A1%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20G%3B%20G%20%3E%3E%20D%3B%20G%20%3E%3E%20E%3B%20G%20%3E%3E%20F%3B%20G%20%3C%3C%20K%3B%20K%20%3E%3E%20H%3B%20K%20%3E%3E%20I%3B%20K%20%3E%3E%20J%3B%20K%20%3C%3C%20M%3B%20M%20%3E%3E%20L%3B%20M%20%3C%3C%20P%3B%20P%20%3E%3E%20N%3B%20P%20%3E%3E%20O%3B%20M%20%3C%3C%20T%3B%20T%20%3E%3E%20Q%3B%20T%20%3E%3E%20R%3B%20T%20%3E%3E%20S%3B%20T%20%3C%3C%20W%3B%20W%20%3E%3E%20U%3B%20W%20%3E%3E%20V%3B%20W%20%3C%3C%20Z%3B%20Z%20%3E%3E%20X%3B%20Z%20%3E%3E%20Y%3B%20Z%20%3C%3C%20B1%3B%20B1%20%3E%3E%20A1%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BG%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BK%20-%3E%20X7%7D%20without%20%7BH%20-%3E%20X8%7D%20without%20%7BI%20-%3E%20X9%7D%20without%20%7BJ%20-%3E%20X10%7D%20without%20%7BM%20-%3E%20X11%7D%20without%20%7BL%20-%3E%20X12%7D%20without%20%7BP%20-%3E%20X13%7D%20without%20%7BN%20-%3E%20X14%7D%20without%20%7BO%20-%3E%20X15%7D%20without%20%7BT%20-%3E%20X16%7D%20without%20%7BQ%20-%3E%20X17%7D%20without%20%7BR%20-%3E%20X18%7D%20without%20%7BS%20-%3E%20X19%7D%20without%20%7BW%20-%3E%20X20%7D%20without%20%7BU%20-%3E%20X21%7D%20without%20%7BV%20-%3E%20X22%7D%20without%20%7BZ%20-%3E%20X23%7D%20without%20%7BX%20-%3E%20X24%7D%20without%20%7BY%20-%3E%20X25%7D%20without%20%7BB1%20-%3E%20X26%7D%20without%20%7BA1%20-%3E%20X27%7D	28	presenečen	NaN	NaN	NaN	NaN	NaN	NaN
