Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
far <advmod more <advmod quickly	far	more	quickly																					1	4.7	ABC	"pattern {C [form=""quickly""]; A [form=""far""]; B [form=""more""]; C -[advmod]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BC%20%5Bform%3D%22quickly%22%5D%3B%20A%20%5Bform%3D%22far%22%5D%3B%20B%20%5Bform%3D%22more%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	quickly	16.55	16.55	0.01	6.88	1.00	7.97
far <advmod more >obl (than <case his <nmod:poss predecessors)	far	more	than	his	predecessors																			1	4.7	ABCDE	"pattern {B [form=""more""]; A [form=""far""]; E [form=""predecessors""]; C [form=""than""]; D [form=""his""]; B -[advmod]-> A; B -[obl]-> E; E -[case]-> C; E -[nmod:poss]-> D; B >> A; B << E; E >> C; E >> D} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22more%22%5D%3B%20A%20%5Bform%3D%22far%22%5D%3B%20E%20%5Bform%3D%22predecessors%22%5D%3B%20C%20%5Bform%3D%22than%22%5D%3B%20D%20%5Bform%3D%22his%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bobl%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bnmod%3Aposs%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	more	38.67	38.67	0.00	6.18	1.00	21.28
far <advmod more	far	more																						1	4.7	AB	"pattern {B [form=""more""]; A [form=""far""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22more%22%5D%3B%20A%20%5Bform%3D%22far%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	more	3.32	3.32	0.01	6.37	0.90	0.20
far >obl (from <case your <nmod:poss home)	far	from	your	home																				1	4.7	ABCD	"pattern {A [form=""far""]; D [form=""home""]; B [form=""from""]; C [form=""your""]; A -[obl]-> D; D -[case]-> B; D -[nmod:poss]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22far%22%5D%3B%20D%20%5Bform%3D%22home%22%5D%3B%20B%20%5Bform%3D%22from%22%5D%3B%20C%20%5Bform%3D%22your%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	far	21.77	21.77	0.00	5.51	1.00	11.11
faster >conj (and <cc better)	faster	and	better																					1	4.7	ABC	"pattern {A [form=""faster""]; C [form=""better""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22faster%22%5D%3B%20C%20%5Bform%3D%22better%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	faster	14.93	14.93	0.00	3.29	1.00	6.99
fewer >fixed than	fewer	than																						1	4.7	AB	"pattern {A [form=""fewer""]; B [form=""than""]; A -[fixed]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22fewer%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	fewer	8.40	8.40	0.01	7.27	1.00	3.06
first <advmod off	first	off																						1	4.7	AB	"pattern {B [form=""off""]; A [form=""first""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22off%22%5D%3B%20A%20%5Bform%3D%22first%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	off	2.83	2.83	0.01	6.40	0.86	-0.01
for >goeswith ever	for	ever																						1	4.7	AB	"pattern {A [form=""for""]; B [form=""ever""]; A -[goeswith]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22for%22%5D%3B%20B%20%5Bform%3D%22ever%22%5D%3B%20A%20-%5Bgoeswith%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	for	1.75	1.75	0.00	4.57	0.70	-0.35
forcefully >conj consistently >conj (and <cc urgently)	forcefully	consistently	and	urgently																				1	4.7	ABCD	"pattern {A [form=""forcefully""]; B [form=""consistently""]; D [form=""urgently""]; C [form=""and""]; A -[conj]-> B; A -[conj]-> D; D -[cc]-> C; A << B; A << D; D >> C} without {A -> X0} without {B -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22forcefully%22%5D%3B%20B%20%5Bform%3D%22consistently%22%5D%3B%20D%20%5Bform%3D%22urgently%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	forcefully	39.22	39.22	0.00	3.73	1.00	21.62
from <case the <det not	from	the	not																					1	4.7	ABC	"pattern {C [form=""not""]; A [form=""from""]; B [form=""the""]; C -[case]-> A; C -[det]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BC%20%5Bform%3D%22not%22%5D%3B%20A%20%5Bform%3D%22from%22%5D%3B%20B%20%5Bform%3D%22the%22%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	not	3.12	3.12	0.00	2.21	0.89	0.11
full <compound frontal	full	frontal																						1	4.7	AB	"pattern {B [form=""frontal""]; A [form=""full""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22frontal%22%5D%3B%20A%20%5Bform%3D%22full%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	frontal	11.84	11.84	0.03	9.12	1.00	5.13
gladly >conj (and <cc unhesitantly)	gladly	and	unhesitantly																					1	4.7	ABC	"pattern {A [form=""gladly""]; C [form=""unhesitantly""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22gladly%22%5D%3B%20C%20%5Bform%3D%22unhesitantly%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	gladly	23.12	23.12	0.00	3.31	1.00	11.92
halfway <advmod down >obl (to <case his <nmod:poss happy <amod trail)	halfway	down	to	his	happy	trail																		1	4.7	ABCDEF	"pattern {B [form=""down""]; A [form=""halfway""]; F [form=""trail""]; C [form=""to""]; D [form=""his""]; E [form=""happy""]; B -[advmod]-> A; B -[obl]-> F; F -[case]-> C; F -[nmod:poss]-> D; F -[amod]-> E; B >> A; B << F; F >> C; F >> D; F >> E} without {B -> X0} without {A -> X1} without {F -> X2} without {C -> X3} without {D -> X4} without {E -> X5}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22down%22%5D%3B%20A%20%5Bform%3D%22halfway%22%5D%3B%20F%20%5Bform%3D%22trail%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20D%20%5Bform%3D%22his%22%5D%3B%20E%20%5Bform%3D%22happy%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bobl%5D-%3E%20F%3B%20F%20-%5Bcase%5D-%3E%20C%3B%20F%20-%5Bnmod%3Aposs%5D-%3E%20D%3B%20F%20-%5Bamod%5D-%3E%20E%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20F%3B%20F%20%3E%3E%20C%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BF%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D	6	down	51.08	51.08	0.00	4.26	1.00	28.76
halfway >obl (through <case your <nmod:poss day)	halfway	through	your	day																				1	4.7	ABCD	"pattern {A [form=""halfway""]; D [form=""day""]; B [form=""through""]; C [form=""your""]; A -[obl]-> D; D -[case]-> B; D -[nmod:poss]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22halfway%22%5D%3B%20D%20%5Bform%3D%22day%22%5D%3B%20B%20%5Bform%3D%22through%22%5D%3B%20C%20%5Bform%3D%22your%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	halfway	28.13	28.13	0.00	6.35	1.00	14.94
happily <advmod tired	happily	tired																						1	4.7	AB	"pattern {B [form=""tired""]; A [form=""happily""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22tired%22%5D%3B%20A%20%5Bform%3D%22happily%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	tired	12.52	12.52	0.13	11.09	1.00	5.54
happily >conj (and <cc proudly)	happily	and	proudly																					1	4.7	ABC	"pattern {A [form=""happily""]; C [form=""proudly""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22happily%22%5D%3B%20C%20%5Bform%3D%22proudly%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	happily	20.53	20.53	0.00	3.31	1.00	10.36
head <compound on >conj (and <cc without <case delay)	head	on	and	without	delay																			1	4.7	ABCDE	"pattern {B [form=""on""]; A [form=""head""]; E [form=""delay""]; C [form=""and""]; D [form=""without""]; B -[compound]-> A; B -[conj]-> E; E -[cc]-> C; E -[case]-> D; B >> A; B << E; E >> C; E >> D} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22on%22%5D%3B%20A%20%5Bform%3D%22head%22%5D%3B%20E%20%5Bform%3D%22delay%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20D%20%5Bform%3D%22without%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20C%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	on	35.42	35.42	0.00	3.72	1.00	19.32
heavily >conj (and <cc deliberately)	heavily	and	deliberately																					1	4.7	ABC	"pattern {A [form=""heavily""]; C [form=""deliberately""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22heavily%22%5D%3B%20C%20%5Bform%3D%22deliberately%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	heavily	19.79	19.79	0.00	3.31	1.00	9.92
here >conj (and <cc at <case Glacier <compound National <amod Park)	here	and	at	Glacier	National	Park																		1	4.7	ABCDEF	"pattern {A [form=""here""]; F [form=""Park""]; B [form=""and""]; C [form=""at""]; D [form=""Glacier""]; E [form=""National""]; A -[conj]-> F; F -[cc]-> B; F -[case]-> C; F -[compound]-> D; F -[amod]-> E; A << F; F >> B; F >> C; F >> D; F >> E} without {A -> X0} without {F -> X1} without {B -> X2} without {C -> X3} without {D -> X4} without {E -> X5}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22here%22%5D%3B%20F%20%5Bform%3D%22Park%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20C%20%5Bform%3D%22at%22%5D%3B%20D%20%5Bform%3D%22Glacier%22%5D%3B%20E%20%5Bform%3D%22National%22%5D%3B%20A%20-%5Bconj%5D-%3E%20F%3B%20F%20-%5Bcc%5D-%3E%20B%3B%20F%20-%5Bcase%5D-%3E%20C%3B%20F%20-%5Bcompound%5D-%3E%20D%3B%20F%20-%5Bamod%5D-%3E%20E%3B%20A%20%3C%3C%20F%3B%20F%20%3E%3E%20B%3B%20F%20%3E%3E%20C%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BF%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D	6	here	46.38	46.38	0.00	4.03	1.00	25.93
here >obl (in <case Glacier)	here	in	Glacier																					1	4.7	ABC	"pattern {A [form=""here""]; C [form=""Glacier""]; B [form=""in""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22here%22%5D%3B%20C%20%5Bform%3D%22Glacier%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	here	13.34	13.34	0.00	3.85	1.00	6.03
here >obl:unmarked today	here	today																						1	4.7	AB	"pattern {A [form=""here""]; B [form=""today""]; A -[obl:unmarked]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22here%22%5D%3B%20B%20%5Bform%3D%22today%22%5D%3B%20A%20-%5Bobl%3Aunmarked%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	here	3.39	3.39	0.01	6.78	0.90	0.23
high >conj (and <cc wide)	high	and	wide																					1	4.7	ABC	"pattern {A [form=""high""]; C [form=""wide""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22high%22%5D%3B%20C%20%5Bform%3D%22wide%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	high	13.66	13.66	0.00	3.29	1.00	6.23
highly <advmod frequently	highly	frequently																						1	4.7	AB	"pattern {B [form=""frequently""]; A [form=""highly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22frequently%22%5D%3B%20A%20%5Bform%3D%22highly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	frequently	9.65	9.65	0.06	9.87	1.00	3.81
hopefully <advmod not	hopefully	not																						1	4.7	AB	"pattern {B [form=""not""]; A [form=""hopefully""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22not%22%5D%3B%20A%20%5Bform%3D%22hopefully%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	not	4.84	4.84	0.00	5.45	0.97	0.98
how <advmod badly	how	badly																						1	4.7	AB	"pattern {B [form=""badly""]; A [form=""how""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22badly%22%5D%3B%20A%20%5Bform%3D%22how%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	badly	6.66	6.66	0.01	7.22	0.99	2.03
how >advcl:relcl (I <nsubj want)	how	I	want																					1	4.7	ABC	"pattern {A [form=""how""]; C [form=""want""]; B [form=""I""]; A -[advcl:relcl]-> C; C -[nsubj]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22how%22%5D%3B%20C%20%5Bform%3D%22want%22%5D%3B%20B%20%5Bform%3D%22I%22%5D%3B%20A%20-%5Badvcl%3Arelcl%5D-%3E%20C%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	how	9.10	9.10	0.00	4.11	1.00	3.48
however >advcl:relcl ((our <nmod:poss judgments) <nsubj might <aux differ)	however	our	judgments	might	differ																			1	4.7	ABCDE	"pattern {A [form=""however""]; E [form=""differ""]; C [form=""judgments""]; B [form=""our""]; D [form=""might""]; A -[advcl:relcl]-> E; E -[nsubj]-> C; C -[nmod:poss]-> B; E -[aux]-> D; A << E; E >> C; C >> B; E >> D} without {A -> X0} without {E -> X1} without {C -> X2} without {B -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22however%22%5D%3B%20E%20%5Bform%3D%22differ%22%5D%3B%20C%20%5Bform%3D%22judgments%22%5D%3B%20B%20%5Bform%3D%22our%22%5D%3B%20D%20%5Bform%3D%22might%22%5D%3B%20A%20-%5Badvcl%3Arelcl%5D-%3E%20E%3B%20E%20-%5Bnsubj%5D-%3E%20C%3B%20C%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20E%20-%5Baux%5D-%3E%20D%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	however	44.95	44.95	0.01	7.29	1.00	25.06
immediately <advmod afterwards	immediately	afterwards																						1	4.7	AB	"pattern {B [form=""afterwards""]; A [form=""immediately""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22afterwards%22%5D%3B%20A%20%5Bform%3D%22immediately%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	afterwards	11.20	11.20	0.10	10.61	1.00	4.74
indeed <advmod live	indeed	live																						1	4.7	AB	"pattern {B [form=""live""]; A [form=""indeed""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22live%22%5D%3B%20A%20%5Bform%3D%22indeed%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	live	9.24	9.24	0.04	9.17	1.00	3.57
independently >obl (of <case all <det:predet the <det questions >advmod together)	independently	of	all	the	questions	together																		1	4.7	ABCDEF	"pattern {A [form=""independently""]; E [form=""questions""]; B [form=""of""]; C [form=""all""]; D [form=""the""]; F [form=""together""]; A -[obl]-> E; E -[case]-> B; E -[det:predet]-> C; E -[det]-> D; E -[advmod]-> F; A << E; E >> B; E >> C; E >> D; E << F} without {A -> X0} without {E -> X1} without {B -> X2} without {C -> X3} without {D -> X4} without {F -> X5}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22independently%22%5D%3B%20E%20%5Bform%3D%22questions%22%5D%3B%20B%20%5Bform%3D%22of%22%5D%3B%20C%20%5Bform%3D%22all%22%5D%3B%20D%20%5Bform%3D%22the%22%5D%3B%20F%20%5Bform%3D%22together%22%5D%3B%20A%20-%5Bobl%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20B%3B%20E%20-%5Bdet%3Apredet%5D-%3E%20C%3B%20E%20-%5Bdet%5D-%3E%20D%3B%20E%20-%5Badvmod%5D-%3E%20F%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%3B%20E%20%3C%3C%20F%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BF%20-%3E%20X5%7D	6	independently	42.88	42.88	0.00	2.72	1.00	23.82
instead >fixed of	instead	of																						1	4.7	AB	"pattern {A [form=""instead""]; B [form=""of""]; A -[fixed]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22instead%22%5D%3B%20B%20%5Bform%3D%22of%22%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	instead	-0.28	-0.28	0.00	2.63	-0.22	0.26
